fips,county_name,population,median_income,poverty_count,poverty_universe,poverty_rate
46083,"Lincoln County, South Dakota",68286,96552,3902,67666,5.77
46085,"Lyman County, South Dakota",3717,61169,904,3676,24.59
46087,"McCook County, South Dakota",5732,80847,413,5579,7.4
46089,"McPherson County, South Dakota",2278,62024,269,2139,12.58
46091,"Marshall County, South Dakota",4355,72500,333,4236,7.86
46093,"Meade County, South Dakota",30297,74161,2241,29302,7.65
46095,"Mellette County, South Dakota",2043,51364,898,1944,46.19
46097,"Miner County, South Dakota",2299,72589,229,2224,10.3
46099,"Minnehaha County, South Dakota",200689,76074,17316,195878,8.84
46101,"Moody County, South Dakota",6371,77500,623,6279,9.92
46102,"Oglala Lakota County, South Dakota",13587,34769,7039,13333,52.79
46103,"Pennington County, South Dakota",112081,70768,13073,108556,12.04
46105,"Perkins County, South Dakota",3058,65455,354,3013,11.75
46107,"Potter County, South Dakota",2430,71726,180,2348,7.67
46109,"Roberts County, South Dakota",10219,63691,1728,9970,17.33
46111,"Sanborn County, South Dakota",2370,69870,263,2303,11.42
46115,"Spink County, South Dakota",6283,73011,571,6174,9.25
46117,"Stanley County, South Dakota",3012,77000,62,3012,2.06
46119,"Sully County, South Dakota",1481,70250,117,1473,7.94
46121,"Todd County, South Dakota",9293,39148,4478,9139,49.0
46123,"Tripp County, South Dakota",5607,58854,1013,5350,18.93
46125,"Turner County, South Dakota",8772,75283,728,8548,8.52
46127,"Union County, South Dakota",16916,84137,1218,16707,7.29
46129,"Walworth County, South Dakota",5298,62722,791,5177,15.28
46135,"Yankton County, South Dakota",23379,73855,2037,21754,9.36
46137,"Ziebach County, South Dakota",2410,47333,921,2410,38.22
47001,"Anderson County, Tennessee",78175,63171,11370,76591,14.85
47003,"Bedford County, Tennessee",51291,62197,6862,50449,13.6
47005,"Benton County, Tennessee",15948,50435,2920,15800,18.48
47007,"Bledsoe County, Tennessee",14905,49655,3427,13723,24.97
47009,"Blount County, Tennessee",137747,74607,12046,135649,8.88
47011,"Bradley County, Tennessee",109743,63789,13994,106607,13.13
47013,"Campbell County, Tennessee",39568,50260,7447,38851,19.17
47015,"Cannon County, Tennessee",14661,58092,2397,14514,16.52
47017,"Carroll County, Tennessee",28461,50391,4508,27423,16.44
47019,"Carter County, Tennessee",56462,48435,9851,54832,17.97
47021,"Cheatham County, Tennessee",41500,82015,3330,41039,8.11
47023,"Chester County, Tennessee",17452,60543,2517,16148,15.59
47025,"Claiborne County, Tennessee",32221,46587,5599,30805,18.18
47027,"Clay County, Tennessee",7621,44712,1639,7541,21.73
47029,"Cocke County, Tennessee",36503,48416,7275,35870,20.28
47031,"Coffee County, Tennessee",58940,60656,9391,58169,16.14
47033,"Crockett County, Tennessee",13937,59049,2028,13697,14.81
47035,"Cumberland County, Tennessee",62529,58475,8307,61949,13.41
47037,"Davidson County, Tennessee",709846,75664,95838,688554,13.92
47039,"Decatur County, Tennessee",11499,46190,2442,11304,21.6
47041,"DeKalb County, Tennessee",20551,48484,4323,20187,21.41
47043,"Dickson County, Tennessee",55197,73223,5375,54305,9.9
47045,"Dyer County, Tennessee",36681,54973,6454,36093,17.88
47047,"Fayette County, Tennessee",42653,84764,4564,42169,10.82
47049,"Fentress County, Tennessee",18948,50865,3873,18495,20.94
47051,"Franklin County, Tennessee",43478,61553,5230,41145,12.71
47053,"Gibson County, Tennessee",50610,59009,6644,49540,13.41
47055,"Giles County, Tennessee",30442,61476,4232,29593,14.3
47057,"Grainger County, Tennessee",23929,51351,3884,23745,16.36
47059,"Greene County, Tennessee",70919,54071,10458,68904,15.18
47061,"Grundy County, Tennessee",13665,45573,2569,13394,19.18
47063,"Hamblen County, Tennessee",64930,52794,10970,63886,17.17
47065,"Hamilton County, Tennessee",370913,72568,45380,361793,12.54
47067,"Hancock County, Tennessee",6790,31995,2078,6600,31.48
47069,"Hardeman County, Tennessee",25477,46173,3789,21871,17.32
47071,"Hardin County, Tennessee",26939,49149,5508,26479,20.8
47073,"Hawkins County, Tennessee",57446,55278,9725,56761,17.13
47075,"Haywood County, Tennessee",17672,43513,3968,17413,22.79
47077,"Henderson County, Tennessee",27906,53471,4616,27409,16.84
47079,"Henry County, Tennessee",32345,48540,5824,31815,18.31
47081,"Hickman County, Tennessee",25229,57223,3330,23633,14.09
47083,"Houston County, Tennessee",8293,54475,1106,8039,13.76
47085,"Humphreys County, Tennessee",19074,59333,2548,18576,13.72
47087,"Jackson County, Tennessee",11882,41475,2412,11677,20.66
47089,"Jefferson County, Tennessee",55835,63084,6229,54087,11.52
47091,"Johnson County, Tennessee",18073,52152,3583,16217,22.09
47093,"Knox County, Tennessee",487401,71662,58146,474848,12.25
47095,"Lake County, Tennessee",6691,30500,1453,4494,32.33
47097,"Lauderdale County, Tennessee",24933,49205,4252,22728,18.71
47099,"Lawrence County, Tennessee",44901,53233,6748,44233,15.26
47101,"Lewis County, Tennessee",12784,49477,1986,12508,15.88
47103,"Lincoln County, Tennessee",35617,63115,4359,35088,12.42
47105,"Loudon County, Tennessee",56996,80296,7159,56649,12.64
47107,"McMinn County, Tennessee",54135,59674,7011,52684,13.31
47109,"McNairy County, Tennessee",25933,50714,4114,25502,16.13
47111,"Macon County, Tennessee",25793,56269,3871,25469,15.2
47113,"Madison County, Tennessee",98845,58189,17648,94908,18.59
47115,"Marion County, Tennessee",29010,58103,4854,28686,16.92
47117,"Marshall County, Tennessee",35276,70829,4943,34737,14.23
47119,"Maury County, Tennessee",104855,74162,10294,103504,9.95
47121,"Meigs County, Tennessee",13076,58395,1853,12963,14.29
47123,"Monroe County, Tennessee",47054,56648,7366,45831,16.07
47125,"Montgomery County, Tennessee",227957,72365,25939,222900,11.64
47127,"Moore County, Tennessee",6611,66687,732,6502,11.26
47129,"Morgan County, Tennessee",21193,57408,3544,18827,18.82
47131,"Obion County, Tennessee",30570,53102,5121,30129,17.0
47133,"Overton County, Tennessee",22807,46159,4048,22427,18.05
47135,"Perry County, Tennessee",8561,50489,1483,8364,17.73
47137,"Pickett County, Tennessee",5062,44591,1292,5002,25.83
47139,"Polk County, Tennessee",17702,60227,2314,17343,13.34
47141,"Putnam County, Tennessee",81366,56537,13172,77737,16.94
47143,"Rhea County, Tennessee",33299,58133,4998,32574,15.34
47145,"Roane County, Tennessee",54403,66218,6854,53872,12.72
47147,"Robertson County, Tennessee",74291,78439,7503,73492,10.21
47149,"Rutherford County, Tennessee",351591,82588,31796,346097,9.19
47151,"Scott County, Tennessee",21969,42679,5338,21445,24.89
47153,"Sequatchie County, Tennessee",16409,52260,3812,16162,23.59
47155,"Sevier County, Tennessee",98802,63829,13285,97382,13.64
47157,"Shelby County, Tennessee",922195,62337,158883,905705,17.54
47159,"Smith County, Tennessee",20196,62799,2656,20017,13.27
47161,"Stewart County, Tennessee",13859,62052,1648,13735,12.0
47163,"Sullivan County, Tennessee",159693,56802,23495,157530,14.91
47165,"Sumner County, Tennessee",200553,86005,17768,198466,8.95
47167,"Tipton County, Tennessee",61339,71736,7004,60557,11.57
47169,"Trousdale County, Tennessee",11805,63190,953,9220,10.34
47171,"Unicoi County, Tennessee",17779,50381,2461,17311,14.22
47173,"Union County, Tennessee",20141,61858,2773,19891,13.94
47175,"Van Buren County, Tennessee",6293,60281,843,6087,13.85
47177,"Warren County, Tennessee",41587,54088,6286,40975,15.34
47179,"Washington County, Tennessee",134693,61051,20590,130206,15.81
47181,"Wayne County, Tennessee",16251,52824,2669,14395,18.54
47183,"Weakley County, Tennessee",32959,49502,5945,30793,19.31
47185,"White County, Tennessee",27764,52206,4038,27377,14.75
47187,"Williamson County, Tennessee",254609,131202,11423,253281,4.51
47189,"Wilson County, Tennessee",153587,94048,11509,151317,7.61
48001,"Anderson County, Texas",57825,58846,7975,46763,17.05
48003,"Andrews County, Texas",18518,76902,2613,18380,14.22
48005,"Angelina County, Texas",86791,58847,13707,84259,16.27
48007,"Aransas County, Texas",24449,61754,4513,24153,18.69
48009,"Archer County, Texas",8734,71958,1015,8663,11.72
48011,"Armstrong County, Texas",1883,68462,106,1829,5.8
48013,"Atascosa County, Texas",50058,69413,7924,49117,16.13
48015,"Austin County, Texas",30712,75994,4408,30396,14.5
48017,"Bailey County, Texas",7044,70625,927,6823,13.59
48019,"Bandera County, Texas",21589,69703,3423,21229,16.12
48021,"Bastrop County, Texas",102370,82730,12335,99311,12.42
48023,"Baylor County, Texas",3464,42313,705,3391,20.79
48025,"Bee County, Texas",31000,56075,4039,23798,16.97
48027,"Bell County, Texas",379811,66051,53935,368739,14.63
48029,"Bexar County, Texas",2037344,70571,294002,2000257,14.7
48031,"Blanco County, Texas",12008,87564,1031,11872,8.68
48033,"Borden County, Texas",723,64250,35,723,4.84
48035,"Bosque County, Texas",18546,69339,1657,18211,9.1
48037,"Bowie County, Texas",92321,59295,14112,86636,16.29
48039,"Brazoria County, Texas",381650,95155,27057,368510,7.34
48041,"Brazos County, Texas",237980,58388,52536,220120,23.87
48043,"Brewster County, Texas",9464,52612,767,9121,8.41
48045,"Briscoe County, Texas",1223,41188,187,1220,15.33
48047,"Brooks County, Texas",6987,31310,2011,6561,30.65
48049,"Brown County, Texas",38294,55305,5294,36466,14.52
48051,"Burleson County, Texas",18327,72888,2290,18136,12.63
48053,"Burnet County, Texas",51064,77158,3988,49908,7.99
48055,"Caldwell County, Texas",47184,68503,6238,45008,13.86
48057,"Calhoun County, Texas",19921,71870,1717,19659,8.73
48059,"Callahan County, Texas",14017,68455,1394,13844,10.07
48061,"Cameron County, Texas",423192,51334,102583,420046,24.42
48063,"Camp County, Texas",12652,55061,2826,12588,22.45
48065,"Carson County, Texas",5802,84583,415,5728,7.25
48067,"Cass County, Texas",28582,54328,4863,28168,17.26
48069,"Castro County, Texas",7328,63485,1010,7239,13.95
48071,"Chambers County, Texas",49178,108114,6381,48801,13.08
48073,"Cherokee County, Texas",51143,59830,8578,47872,17.92
48075,"Childress County, Texas",6772,60333,525,5382,9.75
48077,"Clay County, Texas",10402,77355,1072,10282,10.43
48079,"Cochran County, Texas",2520,42137,667,2440,27.34
48081,"Coke County, Texas",3315,46431,449,3176,14.14
48083,"Coleman County, Texas",7765,52364,1154,7668,15.05
48085,"Collin County, Texas",1116601,117588,69846,1108278,6.3
48087,"Collingsworth County, Texas",2733,60165,698,2667,26.17
48089,"Colorado County, Texas",20736,68554,2140,20044,10.68
48091,"Comal County, Texas",174552,99015,11144,173088,6.44
48093,"Comanche County, Texas",13786,59946,1919,13583,14.13
48095,"Concho County, Texas",3301,59632,323,2426,13.31
48097,"Cooke County, Texas",42473,72472,5872,41747,14.07
48099,"Coryell County, Texas",83772,68904,6650,67369,9.87
48101,"Cottle County, Texas",1302,58819,296,1297,22.82
48103,"Crane County, Texas",4623,59915,368,4487,8.2
48105,"Crockett County, Texas",2881,81739,92,2825,3.26
48107,"Crosby County, Texas",5072,52197,1097,4967,22.09
48109,"Culberson County, Texas",2181,42672,383,2165,17.69
48111,"Dallam County, Texas",7180,72332,692,6932,9.98
48113,"Dallas County, Texas",2603816,74149,359950,2573491,13.99
48115,"Dawson County, Texas",12311,55789,1863,10536,17.68
48117,"Deaf Smith County, Texas",18487,54114,2883,18220,15.82
48119,"Delta County, Texas",5345,62855,740,5289,13.99
48121,"Denton County, Texas",945644,108185,65649,933732,7.03
48123,"DeWitt County, Texas",19853,64014,2855,17985,15.87
48125,"Dickens County, Texas",1641,50417,229,1579,14.5
48127,"Dimmit County, Texas",8507,33409,3758,8382,44.83
48129,"Donley County, Texas",3276,56648,241,2901,8.31
48131,"Duval County, Texas",9824,50081,2663,9172,29.03
48133,"Eastland County, Texas",17846,51741,2485,16963,14.65
48135,"Ector County, Texas",163206,71031,24626,161243,15.27
48137,"Edwards County, Texas",1392,38500,343,1356,25.29
48139,"Ellis County, Texas",203927,95898,16372,201642,8.12
48141,"El Paso County, Texas",866275,58859,160998,852466,18.89
48143,"Erath County, Texas",43244,65351,6435,40389,15.93
48145,"Falls County, Texas",17063,55372,2198,15097,14.56
48147,"Fannin County, Texas",36525,68377,4753,33476,14.2
48149,"Fayette County, Texas",24783,76541,2151,24359,8.83
48151,"Fisher County, Texas",3661,64700,374,3620,10.33
48153,"Floyd County, Texas",5294,55461,947,5230,18.11
48155,"Foard County, Texas",1079,42212,214,1026,20.86
48157,"Fort Bend County, Texas",859721,113409,61205,852990,7.18
48159,"Franklin County, Texas",10522,66800,1153,10419,11.07
48161,"Freestone County, Texas",19813,58460,2631,18386,14.31
48163,"Frio County, Texas",18019,60098,2835,14491,19.56
48165,"Gaines County, Texas",21904,76605,1603,21743,7.37
48167,"Galveston County, Texas",354721,85348,38925,348957,11.15
48169,"Garza County, Texas",5435,50545,569,4057,14.03
48171,"Gillespie County, Texas",27202,67799,2549,26866,9.49
48173,"Glasscock County, Texas",1070,106806,91,1070,8.5
48175,"Goliad County, Texas",7096,59556,645,7001,9.21
48177,"Gonzales County, Texas",19764,59355,2828,19467,14.53
48179,"Gray County, Texas",21131,56082,3162,19414,16.29
48181,"Grayson County, Texas",139988,70455,15280,137271,11.13
48183,"Gregg County, Texas",124860,64809,20595,120988,17.02
48185,"Grimes County, Texas",30385,67080,3563,26739,13.33
48187,"Guadalupe County, Texas",178368,93776,15510,176246,8.8
48189,"Hale County, Texas",32247,52788,5731,30231,18.96
48191,"Hall County, Texas",2827,46728,455,2778,16.38
48193,"Hamilton County, Texas",8320,55339,1489,8101,18.38
48195,"Hansford County, Texas",5182,68299,396,5109,7.75
48197,"Hardeman County, Texas",3529,61179,445,3473,12.81
48199,"Hardin County, Texas",57126,72532,6955,56462,12.32
48201,"Harris County, Texas",4758579,73104,749481,4708367,15.92
48203,"Harrison County, Texas",69584,66040,11691,67262,17.38
48205,"Hartley County, Texas",5307,82122,263,3892,6.76
48207,"Haskell County, Texas",5390,54044,726,5117,14.19
48209,"Hays County, Texas",256429,85827,29858,248452,12.02
48211,"Hemphill County, Texas",3311,72052,113,3261,3.47
48213,"Henderson County, Texas",83658,63955,11667,82249,14.18
48215,"Hidalgo County, Texas",880921,52281,237121,872043,27.19
48217,"Hill County, Texas",36664,63147,5085,35747,14.22
48219,"Hockley County, Texas",21455,54810,2628,20844,12.61
48221,"Hood County, Texas",64198,86802,5191,63358,8.19
48223,"Hopkins County, Texas",37351,64725,4502,36750,12.25
48225,"Houston County, Texas",22042,54563,3134,19283,16.25
48227,"Howard County, Texas",33127,71457,4445,29500,15.07
48229,"Hudspeth County, Texas",3331,39336,497,2619,18.98
48231,"Hunt County, Texas",104917,70112,12640,101827,12.41
48233,"Hutchinson County, Texas",20413,65470,2340,20194,11.59
48235,"Irion County, Texas",1432,58125,107,1432,7.47
48237,"Jack County, Texas",8623,65693,1024,7593,13.49
48239,"Jackson County, Texas",15081,61752,2104,14882,14.14
48241,"Jasper County, Texas",32807,49919,7032,31610,22.25
48243,"Jeff Davis County, Texas",1740,32625,534,1714,31.16
48245,"Jefferson County, Texas",253939,59934,44758,238552,18.76
48247,"Jim Hogg County, Texas",4797,42230,1427,4543,31.41
48249,"Jim Wells County, Texas",38863,47492,8920,38423,23.22
48251,"Johnson County, Texas",188820,81826,19933,185709,10.73
48253,"Jones County, Texas",19968,63472,1761,13935,12.64
48255,"Karnes County, Texas",14819,59103,2419,11353,21.31
48257,"Kaufman County, Texas",160718,88606,15419,158990,9.7
48259,"Kendall County, Texas",46971,110498,2353,46241,5.09
48261,"Kenedy County, Texas",52,-666666666,3,51,5.88
48263,"Kent County, Texas",727,71420,56,670,8.36
48265,"Kerr County, Texas",53166,67927,5999,51223,11.71
48267,"Kimble County, Texas",4355,65703,645,4289,15.04
48269,"King County, Texas",189,70192,29,189,15.34
48271,"Kinney County, Texas",3140,66341,320,2829,11.31
48273,"Kleberg County, Texas",30629,57612,8329,28876,28.84
48275,"Knox County, Texas",3322,56304,364,3201,11.37
48277,"Lamar County, Texas",50421,61122,9301,49721,18.71
48279,"Lamb County, Texas",12919,56997,2023,12686,15.95
48281,"Lampasas County, Texas",22267,76919,2022,22071,9.16
48283,"La Salle County, Texas",6946,55469,1301,5913,22.0
48285,"Lavaca County, Texas",20479,61768,1892,20039,9.44
48287,"Lee County, Texas",17758,66000,2121,17357,12.22
48289,"Leon County, Texas",16067,59975,2301,15992,14.39
48291,"Liberty County, Texas",97993,64773,16281,92094,17.68
48293,"Limestone County, Texas",22185,58109,4154,21445,19.37
48295,"Lipscomb County, Texas",2964,71442,394,2902,13.58
48297,"Live Oak County, Texas",11444,53869,1702,9895,17.2
48299,"Llano County, Texas",22011,65636,2542,21723,11.7
48301,"Loving County, Texas",54,51087,5,54,9.26
48303,"Lubbock County, Texas",314633,63367,51998,302240,17.2
48305,"Lynn County, Texas",5667,57411,980,5602,17.49
48307,"McCulloch County, Texas",7565,51919,1082,7417,14.59
48309,"McLennan County, Texas",263608,63888,43507,254251,17.11
48311,"McMullen County, Texas",623,45833,57,623,9.15
48313,"Madison County, Texas",13574,67128,1505,11230,13.4
48315,"Marion County, Texas",9631,47447,1750,9522,18.38
48317,"Martin County, Texas",5230,77083,419,5164,8.11
48319,"Mason County, Texas",3951,68750,253,3942,6.42
48321,"Matagorda County, Texas",36274,55174,7816,35898,21.77
48323,"Maverick County, Texas",57770,51270,12981,57332,22.64
48325,"Medina County, Texas",52419,73462,5641,50054,11.27
48327,"Menard County, Texas",1964,48191,405,1920,21.09
48329,"Midland County, Texas",171496,93984,18048,169844,10.63
48331,"Milam County, Texas",25268,59076,3907,24754,15.78
48333,"Mills County, Texas",4499,64494,332,4313,7.7
48335,"Mitchell County, Texas",8989,56033,999,7561,13.21
48337,"Montague County, Texas",20599,62818,2739,20282,13.5
48339,"Montgomery County, Texas",654722,97266,60445,650890,9.29
48341,"Moore County, Texas",21234,61325,3226,21021,15.35
48343,"Morris County, Texas",12014,55082,1985,11769,16.87
48345,"Motley County, Texas",1267,62857,123,1267,9.71
48347,"Nacogdoches County, Texas",64897,51528,13307,59757,22.27
48349,"Navarro County, Texas",53735,59310,8814,52376,16.83
48351,"Newton County, Texas",12193,41044,2689,12006,22.4
48353,"Nolan County, Texas",14565,50160,2679,14228,18.83
48355,"Nueces County, Texas",352829,66021,61023,345439,17.67
48357,"Ochiltree County, Texas",9852,64988,1516,9757,15.54
48359,"Oldham County, Texas",2097,76402,301,1704,17.66
48361,"Orange County, Texas",84993,73372,10663,84118,12.68
48363,"Palo Pinto County, Texas",28920,64972,4868,28639,17.0
48365,"Panola County, Texas",22624,62593,2635,22186,11.88
48367,"Parker County, Texas",158079,102099,12122,155939,7.77
48369,"Parmer County, Texas",9752,68164,931,9659,9.64
48371,"Pecos County, Texas",14983,67689,3445,12589,27.37
48373,"Polk County, Texas",51780,59066,8675,48053,18.05
48375,"Potter County, Texas",116634,50448,23024,110270,20.88
48377,"Presidio County, Texas",6043,29014,2192,6038,36.3
48379,"Rains County, Texas",12505,64874,1590,12424,12.8
48381,"Randall County, Texas",143791,80905,13392,140786,9.51
48383,"Reagan County, Texas",3259,70288,361,3244,11.13
48385,"Real County, Texas",2821,45417,521,2542,20.5
48387,"Red River County, Texas",11621,46912,2389,11433,20.9
48389,"Reeves County, Texas",13219,56056,2669,12206,21.87
48391,"Refugio County, Texas",6693,58016,1128,6536,17.26
48393,"Roberts County, Texas",785,66118,50,778,6.43
48395,"Robertson County, Texas",16973,66250,2768,16774,16.5
48397,"Rockwall County, Texas",116931,124917,4991,116032,4.3
48399,"Runnels County, Texas",9880,63490,1004,9646,10.41
48401,"Rusk County, Texas",52613,67506,6795,47551,14.29
48403,"Sabine County, Texas",9998,59924,1414,9871,14.32
48405,"San Augustine County, Texas",7889,46338,2101,7649,27.47
48407,"San Jacinto County, Texas",27983,59526,4928,27824,17.71
48409,"San Patricio County, Texas",69519,67512,10387,68565,15.15
48411,"San Saba County, Texas",5802,54855,753,5205,14.47
48413,"Schleicher County, Texas",2426,90141,216,2411,8.96
48415,"Scurry County, Texas",16633,62689,1411,14418,9.79
48417,"Shackelford County, Texas",3169,64659,363,3134,11.58
48419,"Shelby County, Texas",24108,50436,5635,23940,23.54
48421,"Sherman County, Texas",2434,74167,151,2400,6.29
48423,"Smith County, Texas",238014,71923,28262,231542,12.21
48425,"Somervell County, Texas",9510,83382,607,9342,6.5
48427,"Starr County, Texas",65809,38182,21862,65265,33.5
48429,"Stephens County, Texas",9278,54695,1187,8791,13.5
48431,"Sterling County, Texas",1389,78750,37,1355,2.73
48433,"Stonewall County, Texas",1244,61250,105,1206,8.71
48435,"Sutton County, Texas",3306,75000,381,3288,11.59
48437,"Swisher County, Texas",6981,39031,1868,6341,29.46
48439,"Tarrant County, Texas",2135743,81905,229884,2104688,10.92
48441,"Taylor County, Texas",144259,66406,18686,138239,13.52
48443,"Terrell County, Texas",851,46989,70,851,8.23
48445,"Terry County, Texas",11699,45905,2381,10898,21.85
48447,"Throckmorton County, Texas",1589,58864,222,1589,13.97
48449,"Titus County, Texas",31284,59220,5368,30945,17.35
48451,"Tom Green County, Texas",119398,66254,13394,114298,11.72
48453,"Travis County, Texas",1307625,97169,140926,1281739,10.99
48455,"Trinity County, Texas",13850,51663,2194,13618,16.11
48457,"Tyler County, Texas",20084,50647,3495,17861,19.57
48459,"Upshur County, Texas",41864,62794,5460,41192,13.26
48461,"Upton County, Texas",3227,52321,539,3161,17.05
48463,"Uvalde County, Texas",24810,57849,5242,23990,21.85
48465,"Val Verde County, Texas",47647,59673,8377,45829,18.28
48467,"Van Zandt County, Texas",61323,68274,6959,60552,11.49
48469,"Victoria County, Texas",91281,70101,14288,89486,15.97
48471,"Walker County, Texas",78292,49862,11109,61948,17.93
48473,"Waller County, Texas",59455,76135,7387,54763,13.49
48475,"Ward County, Texas",11255,71719,1620,11130,14.56
48477,"Washington County, Texas",36156,75085,4287,33890,12.65
48479,"Webb County, Texas",267731,62506,55716,264700,21.05
48481,"Wharton County, Texas",41651,66100,5927,40938,14.48
48483,"Wheeler County, Texas",4902,67964,683,4807,14.21
48485,"Wichita County, Texas",129842,62168,18767,118192,15.88
48487,"Wilbarger County, Texas",12712,51626,2301,12209,18.85
48489,"Willacy County, Texas",20218,45645,4593,18648,24.63
48491,"Williamson County, Texas",643889,108309,40507,639040,6.34
48493,"Wilson County, Texas",51501,92461,4987,50928,9.79
48495,"Winkler County, Texas",7540,91898,893,7458,11.97
48497,"Wise County, Texas",72359,89897,6474,70809,9.14
48499,"Wood County, Texas",46094,62524,5600,44332,12.63
48501,"Yoakum County, Texas",7589,82261,908,7543,12.04
48503,"Young County, Texas",17963,63723,2952,17685,16.69
48505,"Zapata County, Texas",13855,36527,5092,13602,37.44
48507,"Zavala County, Texas",9532,41887,3438,9471,36.3
49001,"Beaver County, Utah",7172,85603,514,6891,7.46
49003,"Box Elder County, Utah",59725,77865,5111,59291,8.62
49005,"Cache County, Utah",137031,78292,17385,132974,13.07
49007,"Carbon County, Utah",20446,53673,3377,20116,16.79
49009,"Daggett County, Utah",747,58750,72,711,10.13
49011,"Davis County, Utah",366742,108058,21737,363739,5.98
49013,"Duchesne County, Utah",19932,74738,2605,19588,13.3
49015,"Emery County, Utah",9968,69956,1112,9868,11.27
49017,"Garfield County, Utah",5170,61688,557,5013,11.11
49019,"Grand County, Utah",9697,62521,1632,9605,16.99
49021,"Iron County, Utah",60201,65527,8099,59385,13.64
49023,"Juab County, Utah",12273,89803,1091,12107,9.01
49025,"Kane County, Utah",7996,75000,812,7776,10.44
49027,"Millard County, Utah",13179,70877,1142,13012,8.78
49029,"Morgan County, Utah",12585,126092,214,12572,1.7
49031,"Piute County, Utah",1705,44650,188,1694,11.1
49033,"Rich County, Utah",2588,76875,244,2581,9.45
49035,"Salt Lake County, Utah",1184689,94658,97689,1168735,8.36
49037,"San Juan County, Utah",14466,54890,2601,14161,18.37
49039,"Sanpete County, Utah",29209,67459,4078,26616,15.32
49041,"Sevier County, Utah",21854,73765,2258,21450,10.53
49043,"Summit County, Utah",42709,137058,1933,42558,4.54
49045,"Tooele County, Utah",76648,101846,3562,75917,4.69
49047,"Uintah County, Utah",36458,69861,3991,35930,11.11
49049,"Utah County, Utah",683622,96877,58181,667048,8.72
49051,"Wasatch County, Utah",35808,115146,1829,35534,5.15
49053,"Washington County, Utah",189827,76411,18540,187636,9.88
49055,"Wayne County, Utah",2557,70074,231,2538,9.1
49057,"Weber County, Utah",266183,87083,19731,263158,7.5
50001,"Addison County, Vermont",37497,88478,2524,34336,7.35
50003,"Bennington County, Vermont",37312,71494,4128,36364,11.35
50005,"Caledonia County, Vermont",30425,66075,3727,29683,12.56
50007,"Chittenden County, Vermont",168831,94310,16606,159066,10.44
50009,"Essex County, Vermont",5972,58985,850,5962,14.26
50011,"Franklin County, Vermont",50379,79078,5032,49895,10.09
50013,"Grand Isle County, Vermont",7393,90625,559,7389,7.57
50015,"Lamoille County, Vermont",26036,69897,2045,25396,8.05
50017,"Orange County, Vermont",29594,77328,2727,29040,9.39
50019,"Orleans County, Vermont",27492,66426,2891,26648,10.85
50021,"Rutland County, Vermont",60484,64778,7068,58769,12.03
50023,"Washington County, Vermont",59958,79853,5456,58310,9.36
50025,"Windham County, Vermont",45913,68021,5308,44399,11.96
50027,"Windsor County, Vermont",57968,75247,4981,57133,8.72
51001,"Accomack County, Virginia",33326,57500,4883,32848,14.87
51003,"Albemarle County, Virginia",113683,102617,7141,105469,6.77
51005,"Alleghany County, Virginia",14962,55160,1916,14632,13.09
51007,"Amelia County, Virginia",13342,66339,1468,13231,11.1
51009,"Amherst County, Virginia",31385,67298,3291,30525,10.78
51011,"Appomattox County, Virginia",16424,62337,2007,16334,12.29
51013,"Arlington County, Virginia",235463,140160,16573,232638,7.12
51015,"Augusta County, Virginia",77713,79972,5455,74391,7.33
51017,"Bath County, Virginia",4123,61709,841,3987,21.09
51019,"Bedford County, Virginia",80254,77644,6429,79530,8.08
51021,"Bland County, Virginia",6211,61375,668,5265,12.69
51023,"Botetourt County, Virginia",33875,80467,2037,33458,6.09
51025,"Brunswick County, Virginia",15868,52978,2090,13686,15.27
51027,"Buchanan County, Virginia",19857,42216,4485,18735,23.94
51029,"Buckingham County, Virginia",16914,59199,2039,14846,13.73
51031,"Campbell County, Virginia",55398,62608,5517,54602,10.1
51033,"Caroline County, Virginia",31541,86267,3496,30252,11.56
51035,"Carroll County, Virginia",29158,52575,4688,28913,16.21
51036,"Charles City County, Virginia",6686,70339,760,6655,11.42
51037,"Charlotte County, Virginia",11475,48892,2762,11238,24.58
51041,"Chesterfield County, Virginia",371610,98910,25098,366408,6.85
51043,"Clarke County, Virginia",15060,114185,1014,14793,6.85
51045,"Craig County, Virginia",4881,67778,652,4647,14.03
51047,"Culpeper County, Virginia",53563,96098,4229,51870,8.15
51049,"Cumberland County, Virginia",9745,57057,748,9733,7.69
51051,"Dickenson County, Virginia",13920,43831,2716,13458,20.18
51053,"Dinwiddie County, Virginia",28083,83898,2923,27348,10.69
51057,"Essex County, Virginia",10604,56481,1628,10512,15.49
51059,"Fairfax County, Virginia",1144474,150113,67276,1133376,5.94
51061,"Fauquier County, Virginia",73935,129495,4520,73518,6.15
51063,"Floyd County, Virginia",15560,61401,1282,15470,8.29
51065,"Fluvanna County, Virginia",27764,91959,2027,26180,7.74
51067,"Franklin County, Virginia",54958,68348,6179,53574,11.53
51069,"Frederick County, Virginia",93355,95603,6479,91486,7.08
51071,"Giles County, Virginia",16610,64819,1468,16473,8.91
51073,"Gloucester County, Virginia",39228,83689,2619,38562,6.79
51075,"Goochland County, Virginia",25613,118695,950,24636,3.86
51077,"Grayson County, Virginia",15323,42864,2595,14384,18.04
51079,"Greene County, Virginia",20850,85268,2424,20670,11.73
51081,"Greensville County, Virginia",11304,56759,1113,8218,13.54
51083,"Halifax County, Virginia",33811,49244,5901,32880,17.95
